signal_bar_open_utc,decision_available_utc,session_date,spot,event_family,events,campaign_health,phase_confidence,weakness_count,partition,anchor_id,ticker,contract_type,strike,expiration,dte,moneyness_pct,dte_target,moneyness_target,moneyness_distance_pct,moneyness_band,selection_policy,bar_count,bars_file,cached,cache_start_date,cache_end_date
2024-08-23T15:15:00+00:00,2024-08-23T15:30:00+00:00,2024-08-23,5.0229,CONTINUATION,RELOAD,76.0,52.0,0.0,DISCOVERY,AMC15X-001,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.4579999999999984,14,0.0,0.4579999999999984,NEAR_ATM,WITHIN_TOLERANCE,357,bars/O_AMC240906C00005000.json,True,2024-08-16,2024-09-06
2024-08-23T15:15:00+00:00,2024-08-23T15:30:00+00:00,2024-08-23,5.0229,CONTINUATION,RELOAD,76.0,52.0,0.0,DISCOVERY,AMC15X-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,28,0.4579999999999984,30,0.0,0.4579999999999984,NEAR_ATM,WITHIN_TOLERANCE,637,bars/O_AMC240920C00005000.json,True,2024-08-16,2024-09-20
2024-08-23T15:15:00+00:00,2024-08-23T15:30:00+00:00,2024-08-23,5.0229,CONTINUATION,RELOAD,76.0,52.0,0.0,DISCOVERY,AMC15X-001,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,-0.4579999999999984,14,0.0,0.4579999999999984,NEAR_ATM,WITHIN_TOLERANCE,301,bars/O_AMC240906P00005000.json,True,2024-08-16,2024-09-06
2024-08-23T15:15:00+00:00,2024-08-23T15:30:00+00:00,2024-08-23,5.0229,CONTINUATION,RELOAD,76.0,52.0,0.0,DISCOVERY,AMC15X-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,28,-0.4579999999999984,30,0.0,0.4579999999999984,NEAR_ATM,WITHIN_TOLERANCE,484,bars/O_AMC240920P00005000.json,True,2024-08-16,2024-09-20
2024-08-26T13:45:00+00:00,2024-08-26T14:00:00+00:00,2024-08-26,5.1701,RISK_OR_EXHAUSTION,MANAGE,95.0,75.0,0.0,DISCOVERY,AMC15X-002,O:AMC240906C00005000,CALL,5.0,2024-09-06,11,3.401999999999994,14,0.0,3.401999999999994,NEAR_ATM,WITHIN_TOLERANCE,357,bars/O_AMC240906C00005000.json,True,2024-08-16,2024-09-06
2024-08-26T13:45:00+00:00,2024-08-26T14:00:00+00:00,2024-08-26,5.1701,RISK_OR_EXHAUSTION,MANAGE,95.0,75.0,0.0,DISCOVERY,AMC15X-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,32,3.401999999999994,30,0.0,3.401999999999994,NEAR_ATM,WITHIN_TOLERANCE,623,bars/O_AMC240927C00005000.json,False,2024-08-19,2024-09-27
2024-08-26T13:45:00+00:00,2024-08-26T14:00:00+00:00,2024-08-26,5.1701,RISK_OR_EXHAUSTION,MANAGE,95.0,75.0,0.0,DISCOVERY,AMC15X-002,O:AMC240906P00005000,PUT,5.0,2024-09-06,11,-3.401999999999994,14,0.0,3.401999999999994,NEAR_ATM,WITHIN_TOLERANCE,301,bars/O_AMC240906P00005000.json,True,2024-08-16,2024-09-06
2024-08-26T13:45:00+00:00,2024-08-26T14:00:00+00:00,2024-08-26,5.1701,RISK_OR_EXHAUSTION,MANAGE,95.0,75.0,0.0,DISCOVERY,AMC15X-002,O:AMC240927P00005000,PUT,5.0,2024-09-27,32,-3.401999999999994,30,0.0,3.401999999999994,NEAR_ATM,WITHIN_TOLERANCE,433,bars/O_AMC240927P00005000.json,False,2024-08-19,2024-09-27
2024-08-30T18:00:00+00:00,2024-08-30T18:15:00+00:00,2024-08-30,4.89,ENTRY_FORMING,STRONG START,82.0,54.0,0.0,DISCOVERY,AMC15X-003,O:AMC240913C00005000,CALL,5.0,2024-09-13,14,-2.2000000000000064,14,0.0,2.2000000000000064,NEAR_ATM,WITHIN_TOLERANCE,358,bars/O_AMC240913C00005000.json,True,2024-08-23,2024-09-13
2024-08-30T18:00:00+00:00,2024-08-30T18:15:00+00:00,2024-08-30,4.89,ENTRY_FORMING,STRONG START,82.0,54.0,0.0,DISCOVERY,AMC15X-003,O:AMC240927C00005000,CALL,5.0,2024-09-27,28,-2.2000000000000064,30,0.0,2.2000000000000064,NEAR_ATM,WITHIN_TOLERANCE,623,bars/O_AMC240927C00005000.json,False,2024-08-19,2024-09-27
2024-08-30T18:00:00+00:00,2024-08-30T18:15:00+00:00,2024-08-30,4.89,ENTRY_FORMING,STRONG START,82.0,54.0,0.0,DISCOVERY,AMC15X-003,O:AMC240913P00005000,PUT,5.0,2024-09-13,14,2.2000000000000064,14,0.0,2.2000000000000064,NEAR_ATM,WITHIN_TOLERANCE,312,bars/O_AMC240913P00005000.json,True,2024-08-23,2024-09-13
2024-08-30T18:00:00+00:00,2024-08-30T18:15:00+00:00,2024-08-30,4.89,ENTRY_FORMING,STRONG START,82.0,54.0,0.0,DISCOVERY,AMC15X-003,O:AMC240927P00005000,PUT,5.0,2024-09-27,28,2.2000000000000064,30,0.0,2.2000000000000064,NEAR_ATM,WITHIN_TOLERANCE,433,bars/O_AMC240927P00005000.json,False,2024-08-19,2024-09-27
2024-09-03T13:45:00+00:00,2024-09-03T14:00:00+00:00,2024-09-03,4.8018,THESIS_PRESSURE,FAIL TEST,3.0,0.0,9.0,DISCOVERY,AMC15X-004,O:AMC240920C00005000,CALL,5.0,2024-09-20,17,-3.9639999999999986,14,0.0,3.9639999999999986,NEAR_ATM,WITHIN_TOLERANCE,637,bars/O_AMC240920C00005000.json,True,2024-08-16,2024-09-20
2024-09-03T13:45:00+00:00,2024-09-03T14:00:00+00:00,2024-09-03,4.8018,THESIS_PRESSURE,FAIL TEST,3.0,0.0,9.0,DISCOVERY,AMC15X-004,O:AMC241004C00005000,CALL,5.0,2024-10-04,31,-3.9639999999999986,30,0.0,3.9639999999999986,NEAR_ATM,WITHIN_TOLERANCE,391,bars/O_AMC241004C00005000.json,True,2024-08-27,2024-09-24
2024-09-03T13:45:00+00:00,2024-09-03T14:00:00+00:00,2024-09-03,4.8018,THESIS_PRESSURE,FAIL TEST,3.0,0.0,9.0,DISCOVERY,AMC15X-004,O:AMC240920P00005000,PUT,5.0,2024-09-20,17,3.9639999999999986,14,0.0,3.9639999999999986,NEAR_ATM,WITHIN_TOLERANCE,484,bars/O_AMC240920P00005000.json,True,2024-08-16,2024-09-20
2024-09-03T13:45:00+00:00,2024-09-03T14:00:00+00:00,2024-09-03,4.8018,THESIS_PRESSURE,FAIL TEST,3.0,0.0,9.0,DISCOVERY,AMC15X-004,O:AMC241004P00005000,PUT,5.0,2024-10-04,31,3.9639999999999986,30,0.0,3.9639999999999986,NEAR_ATM,WITHIN_TOLERANCE,193,bars/O_AMC241004P00005000.json,True,2024-08-27,2024-09-24
2024-09-09T19:45:00+00:00,2024-09-09T20:00:00+00:00,2024-09-09,5.01,ENTRY_FORMING,STRONG START,99.0,67.0,0.0,DISCOVERY,AMC15SUP-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,11,0.19999999999999576,14,0.0,0.19999999999999576,NEAR_ATM,WITHIN_TOLERANCE,637,bars/O_AMC240920C00005000.json,True,2024-08-16,2024-09-20
2024-09-09T19:45:00+00:00,2024-09-09T20:00:00+00:00,2024-09-09,5.01,ENTRY_FORMING,STRONG START,99.0,67.0,0.0,DISCOVERY,AMC15SUP-001,O:AMC241011C00005000,CALL,5.0,2024-10-11,32,0.19999999999999576,30,0.0,0.19999999999999576,NEAR_ATM,WITHIN_TOLERANCE,342,bars/O_AMC241011C00005000.json,False,2024-09-02,2024-10-01
2024-09-09T19:45:00+00:00,2024-09-09T20:00:00+00:00,2024-09-09,5.01,ENTRY_FORMING,STRONG START,99.0,67.0,0.0,DISCOVERY,AMC15SUP-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,11,-0.19999999999999576,14,0.0,0.19999999999999576,NEAR_ATM,WITHIN_TOLERANCE,484,bars/O_AMC240920P00005000.json,True,2024-08-16,2024-09-20
2024-09-09T19:45:00+00:00,2024-09-09T20:00:00+00:00,2024-09-09,5.01,ENTRY_FORMING,STRONG START,99.0,67.0,0.0,DISCOVERY,AMC15SUP-001,O:AMC241011P00005000,PUT,5.0,2024-10-11,32,-0.19999999999999576,30,0.0,0.19999999999999576,NEAR_ATM,WITHIN_TOLERANCE,182,bars/O_AMC241011P00005000.json,False,2024-09-02,2024-10-01
2024-09-10T19:30:00+00:00,2024-09-10T19:45:00+00:00,2024-09-10,4.9214,CONTINUATION,RELOAD,26.0,34.0,0.0,DISCOVERY,AMC15SUP-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,17,-1.5719999999999956,14,0.0,1.5719999999999956,NEAR_ATM,WITHIN_TOLERANCE,623,bars/O_AMC240927C00005000.json,False,2024-08-19,2024-09-27
2024-09-10T19:30:00+00:00,2024-09-10T19:45:00+00:00,2024-09-10,4.9214,CONTINUATION,RELOAD,26.0,34.0,0.0,DISCOVERY,AMC15SUP-002,O:AMC241011C00005000,CALL,5.0,2024-10-11,31,-1.5719999999999956,30,0.0,1.5719999999999956,NEAR_ATM,WITHIN_TOLERANCE,342,bars/O_AMC241011C00005000.json,False,2024-09-02,2024-10-01
2024-09-10T19:30:00+00:00,2024-09-10T19:45:00+00:00,2024-09-10,4.9214,CONTINUATION,RELOAD,26.0,34.0,0.0,DISCOVERY,AMC15SUP-002,O:AMC240927P00005000,PUT,5.0,2024-09-27,17,1.5719999999999956,14,0.0,1.5719999999999956,NEAR_ATM,WITHIN_TOLERANCE,433,bars/O_AMC240927P00005000.json,False,2024-08-19,2024-09-27
2024-09-10T19:30:00+00:00,2024-09-10T19:45:00+00:00,2024-09-10,4.9214,CONTINUATION,RELOAD,26.0,34.0,0.0,DISCOVERY,AMC15SUP-002,O:AMC241011P00005000,PUT,5.0,2024-10-11,31,1.5719999999999956,30,0.0,1.5719999999999956,NEAR_ATM,WITHIN_TOLERANCE,182,bars/O_AMC241011P00005000.json,False,2024-09-02,2024-10-01
2024-10-04T13:30:00+00:00,2024-10-04T13:45:00+00:00,2024-10-04,4.4703,ENTRY_FORMING,STRONG START,93.0,62.0,0.0,DISCOVERY,AMC15SUP-003,O:AMC241018C00004500,CALL,4.5,2024-10-18,14,-0.6600000000000013,14,0.0,0.6600000000000013,NEAR_ATM,WITHIN_TOLERANCE,389,bars/O_AMC241018C00004500.json,False,2024-09-27,2024-10-18
