anchor_id,ticker,contract_type,strike,expiration,dte_target,moneyness_target,partition,event_family,decision_available_utc,signal_bar_open_utc,moneyness_pct,dte,H1__status,H1__censor_reason,H1__complete,H1__observed_bars,H1__cutoff_time_ms,H1__mfe_pct,H1__mae_pct,H1__terminal_return_pct,H1__bars_to_peak,H1__bars_to_trough,H1__peak_to_terminal_giveback_pct,H1__gain_retention,H1__decision_close_mfe_pct,H1__decision_close_mae_pct,D1__status,D1__censor_reason,D1__complete,D1__observed_bars,D1__cutoff_time_ms,D1__mfe_pct,D1__mae_pct,D1__terminal_return_pct,D1__bars_to_peak,D1__bars_to_trough,D1__peak_to_terminal_giveback_pct,D1__gain_retention,D1__decision_close_mfe_pct,D1__decision_close_mae_pct,D3__status,D3__censor_reason,D3__complete,D3__observed_bars,D3__cutoff_time_ms,D3__mfe_pct,D3__mae_pct,D3__terminal_return_pct,D3__bars_to_peak,D3__bars_to_trough,D3__peak_to_terminal_giveback_pct,D3__gain_retention,D3__decision_close_mfe_pct,D3__decision_close_mae_pct,D5__status,D5__censor_reason,D5__complete,D5__observed_bars,D5__cutoff_time_ms,D5__mfe_pct,D5__mae_pct,D5__terminal_return_pct,D5__bars_to_peak,D5__bars_to_trough,D5__peak_to_terminal_giveback_pct,D5__gain_retention,D5__decision_close_mfe_pct,D5__decision_close_mae_pct,D10__status,D10__censor_reason,D10__complete,D10__observed_bars,D10__cutoff_time_ms,D10__mfe_pct,D10__mae_pct,D10__terminal_return_pct,D10__bars_to_peak,D10__bars_to_trough,D10__peak_to_terminal_giveback_pct,D10__gain_retention,D10__decision_close_mfe_pct,D10__decision_close_mae_pct
AMC15-003,O:AMC240927C00005000,CALL,5.0,2024-09-27,30,0.0,DISCOVERY,ENTRY_FORMING,2024-08-30T18:15:00+00:00,2024-08-30T18:00:00+00:00,-2.2000000000000064,28,SCORED_WINDOW,,True,3,1725044400000,6.25,-6.25,-6.25,1.0,3.0,-11.764705882352954,-1.0,3.0303030303030276,-9.090909090909093,SCORED_WINDOW,,True,24,1725386400000,6.25,-28.125,-15.625,1.0,19.0,-20.588235294117652,-2.5,3.0303030303030276,-30.303030303030297,SCORED_WINDOW,,True,68,1725559200000,6.25,-34.375,-18.75,1.0,64.0,-23.529411764705888,-3.0,3.0303030303030276,-36.36363636363637,SCORED_WINDOW,,True,114,1725904800000,31.25,-37.5,6.25,101.0,72.0,-19.047619047619037,0.2,27.27272727272727,-39.39393939393939,SCORED_WINDOW,,True,234,1726509600000,31.25,-50.0,-43.75,101.0,227.0,-57.14285714285714,-1.4,27.27272727272727,-51.515151515151516
AMC15-003,O:AMC240927P00005000,PUT,5.0,2024-09-27,30,0.0,DISCOVERY,ENTRY_FORMING,2024-08-30T18:15:00+00:00,2024-08-30T18:00:00+00:00,2.2000000000000064,28,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1725044400000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1725386400000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1725559200000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1725904800000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1726509600000,,,,,,,,,
AMC15-004,O:AMC240920C00005000,CALL,5.0,2024-09-20,14,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,-3.9639999999999986,17,SCORED_WINDOW,,True,4,1725374700000,4.347826086956519,-8.695652173913048,0.0,1.0,1.0,-4.1666666666666625,0.0,4.347826086956519,-8.695652173913048,SCORED_WINDOW,,True,26,1725457500000,8.695652173913038,-26.086956521739125,-8.695652173913048,5.0,25.0,-16.000000000000004,-1.0000000000000013,8.695652173913038,-26.086956521739125,SCORED_WINDOW,,True,77,1725630300000,8.695652173913038,-30.434782608695656,-17.391304347826086,5.0,73.0,-24.0,-2.0000000000000013,8.695652173913038,-30.434782608695656,SCORED_WINDOW,,True,129,1725975900000,52.17391304347825,-34.782608695652186,0.0,86.0,82.0,-34.28571428571428,0.0,52.17391304347825,-34.782608695652186,SCORED_WINDOW,,True,231,1726580700000,52.17391304347825,-52.17391304347827,-43.47826086956522,86.0,231.0,-62.857142857142854,-0.8333333333333335,52.17391304347825,-52.17391304347827
AMC15-004,O:AMC240920P00005000,PUT,5.0,2024-09-20,14,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,3.9639999999999986,17,SCORED_WINDOW,,True,4,1725374700000,4.761904761904767,-2.3809523809523836,0.0,1.0,4.0,-4.545454545454552,0.0,7.317073170731714,0.0,SCORED_WINDOW,,True,19,1725457500000,30.952380952380977,-4.761904761904756,16.666666666666675,18.0,5.0,-10.909090909090914,0.5384615384615383,34.14634146341464,-2.4390243902438935,SCORED_WINDOW,,True,47,1725630300000,30.952380952380977,-16.666666666666675,2.3809523809523725,18.0,46.0,-21.818181818181827,0.0769230769230766,34.14634146341464,-14.634146341463417,SCORED_WINDOW,,True,94,1725975900000,30.952380952380977,-47.61904761904761,-33.33333333333333,18.0,75.0,-49.090909090909086,-1.076923076923076,34.14634146341464,-46.34146341463414,SCORED_WINDOW,,True,188,1726580700000,30.952380952380977,-59.52380952380951,-57.14285714285714,18.0,163.0,-67.27272727272728,-1.8461538461538445,34.14634146341464,-58.536585365853654
AMC15-004,O:AMC241004C00005000,CALL,5.0,2024-10-04,30,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,-3.9639999999999986,31,SCORED_WINDOW,,True,4,1725374700000,9.677419354838722,-19.354838709677413,9.677419354838722,4.0,2.0,0.0,1.0,3.0303030303030276,-24.242424242424242,SCORED_WINDOW,,True,21,1725457500000,12.903225806451601,-19.354838709677413,-12.903225806451601,5.0,2.0,-22.857142857142843,-1.0,6.060606060606055,-24.242424242424242,SCORED_WINDOW,,True,58,1725630300000,16.129032258064502,-19.354838709677413,-3.2258064516129115,40.0,2.0,-16.666666666666664,-0.20000000000000068,9.090909090909083,-24.242424242424242,SCORED_WINDOW,,True,98,1725975900000,58.06451612903225,-19.354838709677413,19.354838709677423,83.0,2.0,-24.489795918367353,0.3333333333333335,48.484848484848484,-24.242424242424242,SCORED_WINDOW,,True,186,1726580700000,58.06451612903225,-29.032258064516125,-16.129032258064512,83.0,186.0,-46.93877551020408,-0.27777777777777773,48.484848484848484,-33.333333333333336
AMC15-004,O:AMC241004P00005000,PUT,5.0,2024-10-04,30,0.0,DISCOVERY,THESIS_PRESSURE,2024-09-03T14:00:00+00:00,2024-09-03T13:45:00+00:00,3.9639999999999986,31,SCORED_WINDOW,,True,2,1725374700000,3.8461538461538547,0.0,1.9230769230769162,1.0,1.0,-1.851851851851849,0.4999999999999971,10.204081632653072,6.1224489795918435,SCORED_WINDOW,,True,6,1725457500000,15.384615384615374,-1.9230769230769273,15.384615384615374,6.0,3.0,0.0,1.0,22.44897959183674,4.081632653061229,SCORED_WINDOW,,True,15,1725630300000,15.384615384615374,-11.538461538461542,0.0,6.0,15.0,-13.33333333333333,0.0,22.44897959183674,-6.122448979591832,SCORED_WINDOW,,True,26,1725975900000,15.384615384615374,-25.0,-25.0,6.0,23.0,-35.0,-1.625000000000001,22.44897959183674,-20.408163265306122,SCORED_WINDOW,,True,67,1726580700000,15.384615384615374,-40.38461538461539,-30.76923076923077,6.0,60.0,-40.0,-2.0000000000000013,22.44897959183674,-36.73469387755102
AMC15-008,O:AMC260206C00001500,CALL,1.5,2026-02-06,14,0.0,DISCOVERY,THESIS_PRESSURE,2026-01-23T17:45:00+00:00,2026-01-23T17:30:00+00:00,6.000000000000005,14,SCORED_WINDOW,,True,4,1769193000000,0.0,-12.49999999999999,-12.49999999999999,1.0,4.0,-12.49999999999999,,0.0,-12.49999999999999,SCORED_WINDOW,,True,24,1769448600000,25.0,-37.5,-18.75,12.0,13.0,-35.0,-0.75,25.0,-37.5,SCORED_WINDOW,,True,74,1769621400000,25.0,-93.75,-56.25,12.0,39.0,-64.99999999999999,-2.25,25.0,-93.75,SCORED_WINDOW,,True,125,1769794200000,25.0,-93.75,-75.0,12.0,39.0,-80.0,-3.0,25.0,-93.75,SCORED_WINDOW,,True,254,1770399000000,25.0,-93.75,-93.75,12.0,39.0,-95.0,-3.75,25.0,-93.75
AMC15-008,O:AMC260206P00001500,PUT,1.5,2026-02-06,14,0.0,DISCOVERY,THESIS_PRESSURE,2026-01-23T17:45:00+00:00,2026-01-23T17:30:00+00:00,-6.000000000000005,14,SCORED_WINDOW,,True,3,1769193000000,14.28571428571428,0.0,0.0,2.0,1.0,-12.49999999999999,0.0,33.33333333333335,16.666666666666675,SCORED_WINDOW,,True,18,1769448600000,57.14285714285714,0.0,42.85714285714286,12.0,1.0,-9.090909090909083,0.7500000000000001,83.33333333333334,16.666666666666675,SCORED_WINDOW,,True,52,1769621400000,114.28571428571428,0.0,71.4285714285714,31.0,1.0,-19.999999999999996,0.6249999999999998,150.0,16.666666666666675,SCORED_WINDOW,,True,96,1769794200000,157.1428571428571,0.0,128.57142857142856,85.0,1.0,-11.111111111111105,0.8181818181818182,200.0,16.666666666666675,SCORED_WINDOW,,True,215,1770399000000,157.1428571428571,-57.14285714285715,-57.14285714285715,85.0,178.0,-83.33333333333334,-0.36363636363636376,200.0,-50.0
AMC15-008,O:AMC260220C00001500,CALL,1.5,2026-02-20,30,0.0,DISCOVERY,THESIS_PRESSURE,2026-01-23T17:45:00+00:00,2026-01-23T17:30:00+00:00,6.000000000000005,28,SCORED_WINDOW,,True,4,1769193000000,0.0,-14.28571428571429,-4.761904761904756,1.0,2.0,-4.761904761904756,,4.999999999999982,-10.000000000000009,SCORED_WINDOW,,True,25,1769448600000,19.047619047619047,-33.33333333333333,-14.28571428571429,13.0,14.0,-28.000000000000004,-0.7500000000000002,25.0,-29.999999999999993,SCORED_WINDOW,,True,73,1769621400000,19.047619047619047,-47.61904761904761,-38.095238095238095,13.0,51.0,-48.0,-2.0,25.0,-45.00000000000001,SCORED_WINDOW,,True,120,1769794200000,19.047619047619047,-61.904761904761905,-61.904761904761905,13.0,106.0,-68.0,-3.25,25.0,-60.00000000000001,SCORED_WINDOW,,True,246,1770399000000,19.047619047619047,-76.19047619047619,-57.14285714285714,13.0,183.0,-64.0,-3.0,25.0,-75.0
AMC15-008,O:AMC260220P00001500,PUT,1.5,2026-02-20,30,0.0,DISCOVERY,THESIS_PRESSURE,2026-01-23T17:45:00+00:00,2026-01-23T17:30:00+00:00,-6.000000000000005,28,SCORED_WINDOW,,True,4,1769193000000,9.090909090909083,0.0,9.090909090909083,2.0,1.0,0.0,1.0,19.999999999999996,9.999999999999986,SCORED_WINDOW,,True,19,1769448600000,36.36363636363635,0.0,36.36363636363635,14.0,1.0,0.0,1.0,49.99999999999998,9.999999999999986,SCORED_WINDOW,,True,45,1769621400000,72.72727272727273,0.0,63.636363636363626,27.0,1.0,-5.263157894736848,0.8749999999999998,89.99999999999999,9.999999999999986,SCORED_WINDOW,,True,70,1769794200000,90.90909090909089,0.0,90.90909090909089,65.0,1.0,0.0,1.0,109.99999999999997,9.999999999999986,SCORED_WINDOW,,True,137,1770399000000,90.90909090909089,-9.090909090909083,-9.090909090909083,65.0,113.0,-52.38095238095237,-0.09999999999999994,109.99999999999997,0.0
AMC15-009,O:AMC260220C00001500,CALL,1.5,2026-02-20,14,0.0,HOLDOUT,ENTRY_FORMING,2026-02-06T15:00:00+00:00,2026-02-06T14:45:00+00:00,-4.0066666666666695,14,SCORED_WINDOW,,True,4,1770392700000,12.5,-12.49999999999999,12.5,2.0,1.0,0.0,1.0,12.5,-12.49999999999999,SCORED_WINDOW,,True,26,1770648300000,25.0,-50.0,-37.5,12.0,25.0,-50.0,-1.5,25.0,-50.0,SCORED_WINDOW,,True,77,1770821100000,25.0,-75.0,-75.0,12.0,76.0,-80.0,-3.0,25.0,-75.0,SCORED_WINDOW,,True,128,1770993900000,25.0,-87.5,-62.5,12.0,122.0,-70.0,-2.5,25.0,-87.5,SCORED_RIGHT_CENSORED,CONTRACT_EXPIRY,False,152,1771857900000,,,,,,,,,
AMC15-009,O:AMC260220P00001500,PUT,1.5,2026-02-20,14,0.0,HOLDOUT,ENTRY_FORMING,2026-02-06T15:00:00+00:00,2026-02-06T14:45:00+00:00,4.0066666666666695,14,SCORED_WINDOW,,True,4,1770392700000,0.0,-8.333333333333325,-8.333333333333325,1.0,2.0,-8.333333333333325,,-7.692307692307699,-15.384615384615385,SCORED_WINDOW,,True,17,1770648300000,83.33333333333334,-25.0,58.33333333333335,17.0,14.0,-13.636363636363635,0.7000000000000001,69.23076923076923,-30.76923076923077,SCORED_WINDOW,,True,45,1770821100000,100.0,-25.0,83.33333333333334,45.0,14.0,-8.333333333333325,0.8333333333333335,84.6153846153846,-30.76923076923077,SCORED_WINDOW,,True,83,1770993900000,166.66666666666669,-25.0,91.66666666666667,77.0,14.0,-28.125,0.5499999999999999,146.15384615384616,-30.76923076923077,SCORED_RIGHT_CENSORED,CONTRACT_EXPIRY,False,97,1771857900000,,,,,,,,,
AMC15-009,O:AMC260306C00001500,CALL,1.5,2026-03-06,30,0.0,HOLDOUT,ENTRY_FORMING,2026-02-06T15:00:00+00:00,2026-02-06T14:45:00+00:00,-4.0066666666666695,28,SCORED_WINDOW,,True,3,1770392700000,23.529411764705866,0.0,23.529411764705866,3.0,1.0,0.0,1.0,10.526315789473673,-10.526315789473683,SCORED_WINDOW,,True,17,1770648300000,23.529411764705866,-23.529411764705888,-17.647058823529406,3.0,17.0,-33.33333333333333,-0.7500000000000002,10.526315789473673,-31.57894736842105,SCORED_WINDOW,,True,54,1770821100000,23.529411764705866,-82.35294117647058,-35.29411764705883,3.0,44.0,-47.61904761904761,-1.5000000000000013,10.526315789473673,-84.21052631578947,SCORED_WINDOW,,True,81,1770993900000,23.529411764705866,-82.35294117647058,-41.17647058823529,3.0,44.0,-52.38095238095237,-1.750000000000001,10.526315789473673,-84.21052631578947,SCORED_WINDOW,,True,188,1771857900000,23.529411764705866,-82.35294117647058,-76.47058823529412,3.0,44.0,-80.95238095238095,-3.250000000000002,10.526315789473673,-84.21052631578947
AMC15-009,O:AMC260306P00001500,PUT,1.5,2026-03-06,30,0.0,HOLDOUT,ENTRY_FORMING,2026-02-06T15:00:00+00:00,2026-02-06T14:45:00+00:00,4.0066666666666695,28,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1770392700000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1770648300000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1770821100000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1770993900000,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT,,False,,1771857900000,,,,,,,,,
AMC15-010,O:AMC260220C00001500,CALL,1.5,2026-02-20,14,0.0,HOLDOUT,CONTINUATION,2026-02-06T17:30:00+00:00,2026-02-06T17:15:00+00:00,-1.5666666666666718,14,SCORED_WINDOW,,True,4,1770401700000,11.111111111111116,-11.111111111111105,0.0,2.0,1.0,-10.000000000000009,0.0,11.111111111111116,-11.111111111111105,SCORED_WINDOW,,True,26,1770657300000,11.111111111111116,-55.55555555555556,-55.55555555555556,2.0,15.0,-60.00000000000001,-4.999999999999998,11.111111111111116,-55.55555555555556,SCORED_WINDOW,,True,77,1770830100000,11.111111111111116,-77.77777777777779,-66.66666666666667,2.0,66.0,-70.0,-5.999999999999997,11.111111111111116,-77.77777777777779,SCORED_WINDOW,,True,128,1771002900000,11.111111111111116,-88.88888888888889,-66.66666666666667,2.0,112.0,-70.0,-5.999999999999997,11.111111111111116,-88.88888888888889,SCORED_RIGHT_CENSORED,CONTRACT_EXPIRY,False,142,1771866900000,,,,,,,,,
AMC15-010,O:AMC260220P00001500,PUT,1.5,2026-02-20,14,0.0,HOLDOUT,CONTINUATION,2026-02-06T17:30:00+00:00,2026-02-06T17:15:00+00:00,1.5666666666666718,14,SCORED_WINDOW,,True,2,1770401700000,0.0,-16.666666666666664,-8.333333333333325,1.0,1.0,-8.333333333333325,,0.0,-16.666666666666664,SCORED_WINDOW,,True,15,1770657300000,83.33333333333334,-25.0,41.66666666666667,9.0,6.0,-22.72727272727272,0.5,83.33333333333334,-25.0,SCORED_WINDOW,,True,45,1770830100000,100.0,-25.0,91.66666666666667,37.0,6.0,-4.1666666666666625,0.9166666666666667,100.0,-25.0,SCORED_WINDOW,,True,81,1771002900000,166.66666666666669,-25.0,100.0,69.0,6.0,-25.0,0.6,166.66666666666669,-25.0,SCORED_RIGHT_CENSORED,CONTRACT_EXPIRY,False,89,1771866900000,,,,,,,,,
