anchor_id,ticker,contract_type,strike,expiration,dte_target,moneyness_target,partition,event_family,decision_available_utc,signal_bar_open_utc,coverage_before,coverage_at,coverage_after,left_censored,signal_bar_exists,bar_count,moneyness_pct,dte,window,underlying_bars_forward,cutoff_time_ms,censor_reason,right_censored,observed_bars,decision_close,next_bar_open,decision_to_next_open_gap_pct,mfe_pct,mae_pct,terminal_return_pct,bars_to_peak,bars_to_trough,peak_to_terminal_giveback_pct,gain_retention,decision_close_mfe_pct,decision_close_mae_pct,peak_before_trough,outcome_status
AMC15-001,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,108,1,248,False,True,357,0.4579999999999984,14,H1,4,1724429700000,,False,4,0.22,0.21,-4.545454545454552,9.523809523809534,-9.523809523809524,0.0,4,1,-8.695652173913048,0.0,4.545454545454541,-13.636363636363635,False,SCORED_WINDOW
AMC15-001,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,108,1,248,False,True,357,0.4579999999999984,14,D1,26,1724685300000,,False,26,0.22,0.21,-4.545454545454552,76.19047619047619,-9.523809523809524,19.047619047619047,20,1,-32.432432432432435,0.25,68.18181818181819,-13.636363636363635,False,SCORED_WINDOW
AMC15-001,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,108,1,248,False,True,357,0.4579999999999984,14,D3,78,1724858100000,,False,74,0.22,0.21,-4.545454545454552,76.19047619047619,-42.85714285714286,-38.095238095238095,20,72,-64.86486486486487,-0.5,68.18181818181819,-45.45454545454546,True,SCORED_WINDOW
AMC15-001,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,108,1,248,False,True,357,0.4579999999999984,14,D5,130,1725030900000,,False,126,0.22,0.21,-4.545454545454552,76.19047619047619,-52.38095238095237,-47.61904761904761,20,122,-70.27027027027026,-0.6249999999999999,68.18181818181819,-54.54545454545454,True,SCORED_WINDOW
AMC15-001,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,108,1,248,False,True,357,0.4579999999999984,14,D10,260,1725894900000,CONTRACT_EXPIRY,True,248,0.22,0.21,-4.545454545454552,76.19047619047619,-95.23809523809523,-95.23809523809523,20,225,-97.2972972972973,-1.2499999999999998,68.18181818181819,-95.45454545454545,True,SCORED_RIGHT_CENSORED
AMC15-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,132,1,374,False,True,507,0.4579999999999984,28,H1,4,1724429700000,,False,4,0.31,0.32,3.2258064516129004,6.25,-6.25,0.0,4,3,-5.882352941176472,0.0,9.677419354838722,-3.2258064516129115,False,SCORED_WINDOW
AMC15-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,132,1,374,False,True,507,0.4579999999999984,28,D1,26,1724685300000,,False,25,0.31,0.32,3.2258064516129004,53.125,-6.25,15.625,19,3,-24.489795918367353,0.29411764705882354,58.06451612903225,-3.2258064516129115,False,SCORED_WINDOW
AMC15-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,132,1,374,False,True,507,0.4579999999999984,28,D3,78,1724858100000,,False,73,0.31,0.32,3.2258064516129004,53.125,-50.0,-15.625,19,66,-44.897959183673464,-0.29411764705882354,58.06451612903225,-48.38709677419355,True,SCORED_WINDOW
AMC15-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,132,1,374,False,True,507,0.4579999999999984,28,D5,130,1725030900000,,False,123,0.31,0.32,3.2258064516129004,53.125,-50.0,-21.875,19,66,-48.97959183673469,-0.4117647058823529,58.06451612903225,-48.38709677419355,True,SCORED_WINDOW
AMC15-001,O:AMC240920C00005000,CALL,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,132,1,374,False,True,507,0.4579999999999984,28,D10,260,1725894900000,,False,252,0.31,0.32,3.2258064516129004,53.125,-53.125,-6.25,19,225,-38.775510204081634,-0.11764705882352941,58.06451612903225,-51.61290322580645,True,SCORED_WINDOW
AMC15-001,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,69,0,232,False,False,301,-0.4579999999999984,14,H1,4,1724429700000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,69,0,232,False,False,301,-0.4579999999999984,14,D1,26,1724685300000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,69,0,232,False,False,301,-0.4579999999999984,14,D3,78,1724858100000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,69,0,232,False,False,301,-0.4579999999999984,14,D5,130,1725030900000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,69,0,232,False,False,301,-0.4579999999999984,14,D10,260,1725894900000,CONTRACT_EXPIRY,True,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,78,0,280,False,False,358,-0.4579999999999984,28,H1,4,1724429700000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,78,0,280,False,False,358,-0.4579999999999984,28,D1,26,1724685300000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,78,0,280,False,False,358,-0.4579999999999984,28,D3,78,1724858100000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,78,0,280,False,False,358,-0.4579999999999984,28,D5,130,1725030900000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-001,O:AMC240920P00005000,PUT,5.0,2024-09-20,30,0.0,DISCOVERY,CONTINUATION,2024-08-23T15:30:00+00:00,2024-08-23T15:15:00+00:00,78,0,280,False,False,358,-0.4579999999999984,28,D10,260,1725894900000,,False,,,,,,,,,,,,,,,UNSCORED_SIGNAL_BAR_ABSENT
AMC15-002,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,128,1,228,False,True,357,3.401999999999994,11,H1,4,1724683500000,,False,4,0.33,0.32,-3.0303030303030276,12.5,-25.0,-6.25,1,2,-16.666666666666664,-0.5,9.090909090909083,-27.27272727272728,True,SCORED_WINDOW
AMC15-002,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,128,1,228,False,True,357,3.401999999999994,11,D1,26,1724766300000,,False,26,0.33,0.32,-3.0303030303030276,12.5,-31.25,-31.25,1,25,-38.888888888888886,-2.5,9.090909090909083,-33.333333333333336,True,SCORED_WINDOW
AMC15-002,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,128,1,228,False,True,357,3.401999999999994,11,D3,78,1724939100000,,False,74,0.33,0.32,-3.0303030303030276,12.5,-65.625,-62.5,1,69,-66.66666666666667,-5.0,9.090909090909083,-66.66666666666667,True,SCORED_WINDOW
AMC15-002,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,128,1,228,False,True,357,3.401999999999994,11,D5,130,1725371100000,,False,126,0.33,0.32,-3.0303030303030276,12.5,-78.125,-75.0,1,125,-77.77777777777779,-6.0,9.090909090909083,-78.78787878787878,True,SCORED_WINDOW
AMC15-002,O:AMC240906C00005000,CALL,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,128,1,228,False,True,357,3.401999999999994,11,D10,260,1725975900000,CONTRACT_EXPIRY,True,228,0.33,0.32,-3.0303030303030276,12.5,-96.875,-96.875,1,205,-97.22222222222221,-7.75,9.090909090909083,-96.96969696969697,True,SCORED_RIGHT_CENSORED
AMC15-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,66,1,322,False,True,389,3.401999999999994,32,H1,4,1724683500000,,False,4,0.48,0.51,6.25,0.0,-17.647058823529417,-5.882352941176472,1,3,-5.882352941176472,,6.25,-12.5,True,SCORED_WINDOW
AMC15-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,66,1,322,False,True,389,3.401999999999994,32,D1,26,1724766300000,,False,13,0.48,0.51,6.25,0.0,-27.450980392156865,-21.568627450980394,1,9,-21.568627450980394,,6.25,-22.916666666666664,True,SCORED_WINDOW
AMC15-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,66,1,322,False,True,389,3.401999999999994,32,D3,78,1724939100000,,False,47,0.48,0.51,6.25,0.0,-49.01960784313726,-43.13725490196079,1,29,-43.13725490196079,,6.25,-45.83333333333333,True,SCORED_WINDOW
AMC15-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,66,1,322,False,True,389,3.401999999999994,32,D5,130,1725371100000,,False,89,0.48,0.51,6.25,0.0,-50.98039215686274,-43.13725490196079,1,88,-43.13725490196079,,6.25,-47.916666666666664,True,SCORED_WINDOW
AMC15-002,O:AMC240927C00005000,CALL,5.0,2024-09-27,30,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,66,1,322,False,True,389,3.401999999999994,32,D10,260,1725975900000,,False,203,0.48,0.51,6.25,0.0,-60.7843137254902,-35.29411764705882,1,153,-35.29411764705882,,6.25,-58.33333333333333,True,SCORED_WINDOW
AMC15-002,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,85,1,215,False,True,301,-3.401999999999994,11,H1,4,1724683500000,,False,4,0.12,0.14,16.666666666666675,28.57142857142856,-21.42857142857143,7.14285714285714,3,1,-16.666666666666664,0.25,50.0,-8.333333333333325,False,SCORED_WINDOW
AMC15-002,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,85,1,215,False,True,301,-3.401999999999994,11,D1,26,1724766300000,,False,26,0.12,0.14,16.666666666666675,28.57142857142856,-21.42857142857143,21.42857142857142,3,1,-5.5555555555555465,0.75,50.0,-8.333333333333325,False,SCORED_WINDOW
AMC15-002,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,85,1,215,False,True,301,-3.401999999999994,11,D3,78,1724939100000,,False,72,0.12,0.14,16.666666666666675,171.4285714285714,-42.85714285714286,128.57142857142856,70,71,-15.789473684210531,0.7500000000000001,216.66666666666669,-33.33333333333333,True,SCORED_WINDOW
AMC15-002,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,85,1,215,False,True,301,-3.401999999999994,11,D5,130,1725371100000,,False,120,0.12,0.14,16.666666666666675,171.4285714285714,-42.85714285714286,92.85714285714286,70,71,-28.947368421052634,0.5416666666666669,216.66666666666669,-33.33333333333333,True,SCORED_WINDOW
AMC15-002,O:AMC240906P00005000,PUT,5.0,2024-09-06,14,0.0,DISCOVERY,RISK_OR_EXHAUSTION,2024-08-26T14:00:00+00:00,2024-08-26T13:45:00+00:00,85,1,215,False,True,301,-3.401999999999994,11,D10,260,1725975900000,CONTRACT_EXPIRY,True,215,0.12,0.14,16.666666666666675,199.99999999999994,-64.28571428571428,-64.28571428571428,145,215,-88.09523809523809,-0.32142857142857145,250.0,-58.33333333333333,True,SCORED_RIGHT_CENSORED
